maker,year_range,supplier_group,product,trade_year_cnt,total_volume
Honda,2016-2020,BorgWarner,clutch,1,559
Honda,2016-2020,Bosch,abs_esc,2,2296
Honda,2016-2020,Bosch,disc_brake_(pad),1,747
Honda,2016-2020,Bosch,steering_gear,3,1612
Honda,2016-2020,Bosch,water_pump,1,928
Honda,2016-2020,Brakes India Private Limited,disc_brake_(pad),1,1324
Honda,2016-2020,"Cardington Yutaka Technologies, Inc.",catalytic_converter,2,2015
Honda,2016-2020,"Chuo Spring Co., Ltd.",stablizer,1,1138
Honda,2016-2020,Continental,abs_esc,6,5779
Honda,2016-2020,Denso,automatic_transmission_(at),1,431
Honda,2016-2020,Denso,fuel_injection,4,9479
Honda,2016-2020,Denso,fuel_pump,14,38393
Honda,2016-2020,Denso,starter_motor,4,2466
Honda,2016-2020,Exedy,clutch,1,2844
Honda,2016-2020,Exedy,torque_converter,3,8280
Honda,2016-2020,"F.C.C. Co., Ltd.",clutch,3,15633
Honda,2016-2020,FCC,automatic_transmission_(at),3,13465
Honda,2016-2020,FCC,clutch,4,6972
Honda,2016-2020,Federal-Mogul,piston,2,3172
Honda,2016-2020,Freudenberg Sealing Technologies,camshaft,1,690
Honda,2016-2020,Freudenberg Sealing Technologies,water_pump,1,763
Honda,2016-2020,G-TEKT,chassis_frame,2,12484
Honda,2016-2020,Gabriel India Ltd.,shock_absorber,1,684
Honda,2016-2020,Gestamp,chassis_frame,1,445
Honda,2016-2020,H-ONE,chassis_frame,6,44647
Honda,2016-2020,H-ONE,crossmember,5,37784
Honda,2016-2020,Hitachi,abs_esc,5,17356
Honda,2016-2020,Hitachi,fuel_injection,6,19004
Honda,2016-2020,Hitachi,shock_absorber,13,26335
Honda,2016-2020,Hitachi,steering_gear,3,1316
Honda,2016-2020,Hohsei,water_pump,1,2557
Honda,2016-2020,Honda,automatic_transmission_(at),1,1359
Honda,2016-2020,Honda,cylinder_block,1,5667
Honda,2016-2020,Honda,manual_transmission,2,1701
Honda,2016-2020,Honda,piston,2,30070
Honda,2016-2020,"IT Forging (Thailand) Co., Ltd.",crankshaft,5,11428
Honda,2016-2020,ITT,disc_brake_(pad),1,371
Honda,2016-2020,JTEKT,steering_gear,5,4662
Honda,2016-2020,Kiriu,drum_brake_(drum),3,5792
Honda,2016-2020,KYB,shock_absorber,1,149
Honda,2016-2020,Linamar,camshaft,1,107
Honda,2016-2020,Metts Corporation,cylinder_block,1,1309
Honda,2016-2020,Mitsuba Corporation,starter_motor,3,2267
Honda,2016-2020,Mubea,stablizer,1,539
Honda,2016-2020,Munjal Showa Ltd.,shock_absorber,1,629
Honda,2016-2020,"New Mather Metals, Inc.",stablizer,1,251
Honda,2016-2020,NHK,stablizer,5,17566
Honda,2016-2020,"NPR of America, Inc.",camshaft,1,807
Honda,2016-2020,NSK,steering_gear,3,5949
Honda,2016-2020,"Proterial, Ltd. (Formerly Hitachi Metals, Ltd.)",exhaust_manifold,1,346
Honda,2016-2020,Riken,camshaft,1,287
Honda,2016-2020,Shriram Pistons & Rings Ltd.,piston,1,4523
Honda,2016-2020,Somboon,stablizer,3,12565
Honda,2016-2020,"Thai Marujun Co., Ltd.",crossmember,3,8741
Honda,2016-2020,"Thai NOK Co., Ltd.",camshaft,3,15444
Honda,2016-2020,THK,stablizer,2,4393
Honda,2016-2020,thyssenkrupp,shock_absorber,1,187
Honda,2016-2020,Unipres,chassis_frame,1,938
Honda,2016-2020,Vibracoustic,shock_absorber,1,540
Honda,2016-2020,Y TEC,shock_absorber,1,2645
Honda,2016-2020,Yamada,oil_pump,5,28517
Honda,2016-2020,Yamada,water_pump,4,26419
Honda,2016-2020,Yanagawa,manual_transmission,1,1585
Honda,2016-2020,Yanagawa,shock_absorber,2,2226
Honda,2016-2020,"YS Tech (Thailand) Co., Ltd.",catalytic_converter,3,10159
Honda,2016-2020,"YS Tech (Thailand) Co., Ltd.",torque_converter,2,8894
Honda,2016-2020,Yutaka,catalytic_converter,2,9240
Honda,2016-2020,Yutaka,exhaust_manifold,1,1914
Honda,2016-2020,Yutaka,torque_converter,5,3267
Honda,2016-2020,ZF,automatic_transmission_(at),2,2119
Honda,2016-2020,ZF,chassis_frame,2,1414
Honda,2016-2020,ZF,disc_brake_(pad),1,1944
Honda,2016-2020,ZF,shock_absorber,6,4159
Honda,2021-2025,Ahresty,manual_transmission,1,962
Honda,2021-2025,Ahresty,torque_converter,2,2084
Honda,2021-2025,Aisan,fuel_pump,4,7312
Honda,2021-2025,Aisin,water_pump,3,2266
Honda,2021-2025,Akebono Brake Industry,disc_brake_(pad),2,2495
Honda,2021-2025,Allied,disc_brake_(pad),2,1791
Honda,2021-2025,American Mitsuba Corp.(AMC),starter_motor,5,8211
Honda,2021-2025,ATA Casting Technology,steering_gear,3,3213
Honda,2021-2025,Bosch,abs_esc,8,16079
Honda,2021-2025,Bosch,steering_gear,4,1615
Honda,2021-2025,Brakes India Private Limited,disc_brake_(pad),1,1157
Honda,2021-2025,"C.S. Piston (Thailand) Co., Ltd.",piston,1,1965
Honda,2021-2025,"Cardington Yutaka Technologies, Inc.",catalytic_converter,2,2719
Honda,2021-2025,"Cardington Yutaka Technologies, Inc.",exhaust_manifold,1,413
Honda,2021-2025,Continental,abs_esc,10,12935
Honda,2021-2025,Continental,disc_brake_(pad),1,1087
Honda,2021-2025,Continental,water_pump,1,351
Honda,2021-2025,"Corporacion Mitsuba de Mexico, S.A. de C.V. - Silao Plant",starter_motor,1,952
Honda,2021-2025,Denso,fuel_pump,9,38027
Honda,2021-2025,Denso,oil_pump,2,1926
Honda,2021-2025,Denso,starter_motor,8,5780
Honda,2021-2025,Exedy,clutch,1,514
Honda,2021-2025,Exedy,torque_converter,2,1326
Honda,2021-2025,"F.C.C. Co., Ltd.",automatic_transmission_(at),1,1537
Honda,2021-2025,FCC,automatic_transmission_(at),1,2911
Honda,2021-2025,FCC,clutch,2,1266
Honda,2021-2025,Federal-Mogul,disc_brake_(pad),1,629
Honda,2021-2025,"G-One Auto Parts de Mexico, S.A. de C.V.",chassis_frame,2,316
Honda,2021-2025,G-TEKT,chassis_frame,1,3352
Honda,2021-2025,Gestamp,chassis_frame,1,796
Honda,2021-2025,GH Auto Parts Industries Inc.,chassis_frame,1,257
Honda,2021-2025,H-ONE,chassis_frame,2,21045
Honda,2021-2025,H-ONE,crossmember,2,16174
Honda,2021-2025,"Hiroshima Aluminum Industry Co., Ltd.",oil_pump,1,1235
Honda,2021-2025,Hitachi,abs_esc,5,10602
Honda,2021-2025,Hitachi,fuel_injection,1,660
Honda,2021-2025,Hitachi,fuel_pump,3,3666
Honda,2021-2025,Hitachi,shock_absorber,7,22381
Honda,2021-2025,Hitachi,steering_gear,15,26466
Honda,2021-2025,"IT Forging (Thailand) Co., Ltd.",crankshaft,1,1115
Honda,2021-2025,JTEKT,steering_gear,5,5589
Honda,2021-2025,Kiriu,drum_brake_(drum),1,286
Honda,2021-2025,KYB,shock_absorber,8,10162
Honda,2021-2025,"Kyushu Yanagawa Seiki Co., Ltd.",crankshaft,2,1300
Honda,2021-2025,"Kyushu Yanagawa Seiki Co., Ltd.",transmission_shaft,1,844
Honda,2021-2025,MAHLE,camshaft,1,617
Honda,2021-2025,MAHLE,piston,1,318
Honda,2021-2025,Mitsuba Corporation,starter_motor,9,29060
Honda,2021-2025,Mitsubishi,starter_motor,3,2014
Honda,2021-2025,Mubea,stablizer,1,923
Honda,2021-2025,Munjal Showa Ltd.,shock_absorber,1,762
Honda,2021-2025,Musashi,crankshaft,2,1218
Honda,2021-2025,Musashi,manual_transmission,3,2855
Honda,2021-2025,NHK,stablizer,1,570
Honda,2021-2025,Nisshinbo,disc_brake_(pad),1,361
Honda,2021-2025,NSK,steering_gear,8,17071
Honda,2021-2025,PT. Indonesia Thai Summit Auto,chassis_frame,1,1742
Honda,2021-2025,PT. Indonesia Thai Summit Auto,crossmember,1,895
Honda,2021-2025,Resonac,disc_brake_(pad),1,1306
Honda,2021-2025,Riken,camshaft,1,987
Honda,2021-2025,Rongtai Industrial Development Le?n S. de R.L. de C.V.,steering_gear,1,1445
Honda,2021-2025,Somboon,stablizer,1,3581
Honda,2021-2025,TFO Corporation,crankshaft,1,3663
Honda,2021-2025,"Thai Marujun Co., Ltd.",crossmember,1,1302
Honda,2021-2025,"Thai NOK Co., Ltd.",camshaft,1,4504
Honda,2021-2025,THK,stablizer,1,2868
Honda,2021-2025,Topre,chassis_frame,1,1680
Honda,2021-2025,Valeo,clutch,3,2572
Honda,2021-2025,Y TEC,shock_absorber,1,2574
Honda,2021-2025,Yamada,oil_pump,5,13291
Honda,2021-2025,Yamada,water_pump,5,14663
Honda,2021-2025,"YS Tech (Thailand) Co., Ltd.",catalytic_converter,2,5687
Honda,2021-2025,"YS Tech (Thailand) Co., Ltd.",torque_converter,1,3021
Honda,2021-2025,YSK Corporation,cylinder_block,1,1381
Honda,2021-2025,Yutaka,catalytic_converter,6,31718
Honda,2021-2025,Yutaka,exhaust_manifold,2,2997
Honda,2021-2025,Yutaka,torque_converter,3,18223
Honda,2021-2025,ZF,automatic_transmission_(at),4,3056
Honda,2021-2025,ZF,shock_absorber,11,12011
Huanghai Auto,2016-2020,Airui,catalytic_converter,1,236
Huanghai Auto,2016-2020,Continental,abs_esc,1,346
Huanghai Auto,2016-2020,Tenneco,catalytic_converter,1,204
Huanghai Auto,2016-2020,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",abs_esc,1,131
HYCAN,2021-2025,Bosch,abs_esc,2,1267
HYCAN,2021-2025,Tuopu,abs_esc,1,336
HYCAN,2021-2025,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,2,705
Hyundai,2005-2010,HL Mando,shock_absorber,6,4042
Hyundai,2011-2015,Allevard Molas Do Brasil Ltda,stablizer,1,310
Hyundai,2011-2015,BorgWarner,clutch,1,1214
Hyundai,2011-2015,BorgWarner,fuel_pump,1,101
Hyundai,2011-2015,Bosch,fuel_injection,4,3623
Hyundai,2011-2015,Bosch,starter_motor,1,873
Hyundai,2011-2015,Dae Seung Autoparts India Pvt Ltd.,clutch,1,5191
Hyundai,2011-2015,Dae Seung Autoparts India Pvt Ltd.,manual_transmission,1,4606
Hyundai,2011-2015,"DL Motors Co., Ltd.",automatic_transmission_(at),1,4661
Hyundai,2011-2015,"DL Motors Co., Ltd.",camshaft,1,2836
Hyundai,2011-2015,"DL Motors Co., Ltd.",cylinder_block,1,843
Hyundai,2011-2015,"DL Motors Co., Ltd.",manual_transmission,1,205
Hyundai,2011-2015,"Dongsuh Federal-Mogul Co., Ltd.",piston,1,638
Hyundai,2011-2015,Faurecia,catalytic_converter,1,1882
Hyundai,2011-2015,Federal-Mogul,disc_brake_(pad),1,754
Hyundai,2011-2015,Federal-Mogul,piston,2,506
Hyundai,2011-2015,Forvia,exhaust_manifold,5,2172
Hyundai,2011-2015,Hella,fuel_pump,1,277
Hyundai,2011-2015,HL Mando,shock_absorber,5,5671
Hyundai,2011-2015,HL Mando,steering_gear,1,1576
Hyundai,2011-2015,Hwashin,crossmember,2,796
Hyundai,2011-2015,Hyundai,automatic_transmission_(at),2,6657
Hyundai,2011-2015,Hyundai,manual_transmission,2,7335
Hyundai,2011-2015,IHD Industries Pvt. Ltd.,fuel_pump,1,2843
Hyundai,2011-2015,India Pistons Ltd.,piston,1,457
Hyundai,2011-2015,KB Autosys,disc_brake_(pad),1,865
Hyundai,2011-2015,KYB,shock_absorber,1,938
Hyundai,2011-2015,"MinebeaMitsumi Inc. (Formerly Minebea Co., Ltd.)",starter_motor,1,688
Hyundai,2011-2015,Mobis,clutch,1,8140
Hyundai,2011-2015,Mobis,steering_gear,2,5248
Hyundai,2011-2015,Nemak,clutch,1,178
Hyundai,2011-2015,Pyung Hwa,manual_transmission,1,5845
Hyundai,2011-2015,Rane,disc_brake_(pad),1,789
Hyundai,2011-2015,Schaeffler,clutch,1,909
Hyundai,2011-2015,Sharda,exhaust_manifold,1,416
Hyundai,2011-2015,thyssenKrupp,camshaft,2,1973
Hyundai,2011-2015,thyssenKrupp,crankshaft,3,1710
Hyundai,2011-2015,TI,clutch,1,427
Hyundai,2011-2015,TI,fuel_pump,1,390
Hyundai,2011-2015,Valeo,automatic_transmission_(at),1,143
Hyundai,2011-2015,Valeo,starter_motor,2,1795
Hyundai,2011-2015,ZF,chassis_frame,1,264
Hyundai,2011-2015,ZF,clutch,1,1680
Hyundai,2011-2015,ZF,shock_absorber,1,774
Hyundai,2011-2015,ZF,torque_converter,1,225
Hyundai,2016-2020,Allison Transmission,automatic_transmission_(at),1,2109
Hyundai,2016-2020,Anusham Automotive India Private Limited,automatic_transmission_(at),1,644
Hyundai,2016-2020,BorgWarner,clutch,1,208
Hyundai,2016-2020,BorgWarner,starter_motor,2,2616
Hyundai,2016-2020,Bosch,fuel_injection,2,929
Hyundai,2016-2020,Brembo,disc_brake_(pad),1,969
Hyundai,2016-2020,Continental,fuel_injection,1,173
Hyundai,2016-2020,Denso,fuel_pump,2,1969
Hyundai,2016-2020,"Dong Yang Piston Co., Ltd.",piston,1,1383
Hyundai,2016-2020,"Donghee Slovakia, s.r.o.",crossmember,1,643
Hyundai,2016-2020,"DongSeo Machine & Tools Co., Ltd.",chassis_frame,1,651
Hyundai,2016-2020,"Dongsuh Federal-Mogul Co., Ltd.",piston,1,1777
Hyundai,2016-2020,"DR Axion Co., Ltd.",camshaft,1,2085
Hyundai,2016-2020,"DR Axion Co., Ltd.",chassis_frame,1,124
Hyundai,2016-2020,"DR Axion Co., Ltd.",clutch,1,834
Hyundai,2016-2020,"DR Axion Co., Ltd.",cylinder_block,1,726
Hyundai,2016-2020,"DR Axion Co., Ltd.",oil_pump,1,1419
Hyundai,2016-2020,Dynamatic Technologies Ltd- JKM Ferrotech Limtied (Formerly Dynamatic Technologies Ltd. - JKM Automotive),exhaust_manifold,1,602
Hyundai,2016-2020,Faurecia,catalytic_converter,1,764
Hyundai,2016-2020,Federal-Mogul,piston,1,4599
Hyundai,2016-2020,Forvia,exhaust_manifold,1,517
Hyundai,2016-2020,GMB,piston,1,4970
Hyundai,2016-2020,GMB,transmission_shaft,1,1129
Hyundai,2016-2020,GMB,water_pump,1,1865
Hyundai,2016-2020,HL Mando,abs_esc,1,3342
Hyundai,2016-2020,HL Mando,shock_absorber,6,5209
Hyundai,2016-2020,HL Mando,steering_gear,2,1231
Hyundai,2016-2020,Hyundai,abs_esc,1,454
Hyundai,2016-2020,Hyundai,automatic_transmission_(at),3,7816
Hyundai,2016-2020,Hyundai,chassis_frame,3,2148
Hyundai,2016-2020,Hyundai,manual_transmission,3,7498
Hyundai,2016-2020,Hyundai,power_steering_pump,1,763
Hyundai,2016-2020,Hyundai,steering_gear,1,329
Hyundai,2016-2020,IHD Industries Pvt. Ltd.,fuel_pump,1,1836
Hyundai,2016-2020,"Jeon Woo Precision Co., Ltd.",torque_converter,1,1386
Hyundai,2016-2020,KB Autosys,disc_brake_(pad),1,768
Hyundai,2016-2020,Lucas TVS Limited,starter_motor,3,8213
Hyundai,2016-2020,Magna,oil_pump,1,926
Hyundai,2016-2020,MOBIS,shock_absorber,1,1173
Hyundai,2016-2020,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",automatic_transmission_(at),1,1325
Hyundai,2016-2020,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",clutch,1,4282
Hyundai,2016-2020,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",torque_converter,1,1972
Hyundai,2016-2020,Sangsin,disc_brake_(pad),2,2980
Hyundai,2016-2020,Sharda,catalytic_converter,1,444
Hyundai,2016-2020,Shriram Pistons & Rings Ltd.,piston,1,3510
Hyundai,2016-2020,Valeo,starter_motor,4,11205
Hyundai,2016-2020,"Wooshin Industrial Co., Ltd.",catalytic_converter,1,282
Hyundai,2016-2020,"Youngshin Automotive India PVT., Ltd.",oil_pump,1,1480
Hyundai,2016-2020,"Youngshin Automotive India PVT., Ltd.",power_steering_pump,1,1879
Hyundai,2016-2020,ZF,shock_absorber,5,3652
Hyundai,2021-2025,Allison Transmission,automatic_transmission_(at),3,1026
Hyundai,2021-2025,BASF Catalysts,shock_absorber,1,845
Hyundai,2021-2025,BorgWarner,fuel_injection,1,872
Hyundai,2021-2025,BorgWarner,starter_motor,5,3727
Hyundai,2021-2025,Bosch,fuel_pump,1,764
Hyundai,2021-2025,Continental,abs_esc,1,395
Hyundai,2021-2025,"Daejoo Kores Co.,Ltd.",chassis_frame,2,3726
Hyundai,2021-2025,"Dongsuh Federal-Mogul Co., Ltd.",piston,1,1427
Hyundai,2021-2025,Endurance Technologies Ltd.,automatic_transmission_(at),1,511
Hyundai,2021-2025,Endurance Technologies Ltd.,camshaft,1,595
Hyundai,2021-2025,Endurance Technologies Ltd.,chassis_frame,1,188
Hyundai,2021-2025,Endurance Technologies Ltd.,manual_transmission,1,287
Hyundai,2021-2025,Faurecia,catalytic_converter,1,195
Hyundai,2021-2025,Faurecia,exhaust_manifold,2,1422
Hyundai,2021-2025,Forvia,catalytic_converter,1,3383
Hyundai,2021-2025,Gestamp,chassis_frame,1,665
Hyundai,2021-2025,HL Mando,abs_esc,8,7044
Hyundai,2021-2025,HL Mando,power_steering_pump,1,846
Hyundai,2021-2025,HL Mando,shock_absorber,7,12924
Hyundai,2021-2025,HL Mando,steering_gear,3,2836
Hyundai,2021-2025,Hwashin,chassis_frame,1,588
Hyundai,2021-2025,Hwashin,crossmember,3,3611
Hyundai,2021-2025,"Hwasin Precision Co.,Ltd.",automatic_transmission_(at),1,386
Hyundai,2021-2025,"Hwasin Precision Co.,Ltd.",clutch,1,1811
Hyundai,2021-2025,"Hwasin Precision Co.,Ltd.",transmission_shaft,1,835
Hyundai,2021-2025,Hyundai,abs_esc,7,6301
Hyundai,2021-2025,Hyundai,automatic_transmission_(at),5,13647
Hyundai,2021-2025,Hyundai,chassis_frame,2,1237
Hyundai,2021-2025,Hyundai,fuel_injection,6,9515
Hyundai,2021-2025,Hyundai,fuel_pump,1,5147
Hyundai,2021-2025,Hyundai,manual_transmission,6,9104
Hyundai,2021-2025,Hyundai,power_steering_pump,2,732
Hyundai,2021-2025,Hyundai,shock_absorber,3,1638
Hyundai,2021-2025,Hyundai,stablizer,4,2495
Hyundai,2021-2025,Hyundai,steering_gear,3,1044
Hyundai,2021-2025,Hyundam,fuel_pump,3,3790
Hyundai,2021-2025,KB Autosys,disc_brake_(pad),1,1406
Hyundai,2021-2025,KOMOS Automotive India,clutch,1,4854
Hyundai,2021-2025,"Lee Won Precision Co.,Ltd.",camshaft,2,2485
Hyundai,2021-2025,"Lee Won Precision Co.,Ltd.",oil_pump,3,16565
Hyundai,2021-2025,MANN+HUMMEL GmbH,water_pump,3,1769
Hyundai,2021-2025,Mobis,abs_esc,2,1189
Hyundai,2021-2025,Mobis,steering_gear,1,294
Hyundai,2021-2025,Motonic Corporation,fuel_injection,1,919
Hyundai,2021-2025,Motonic Corporation,fuel_pump,4,4109
Hyundai,2021-2025,Motonic Corporation,oil_pump,1,940
Hyundai,2021-2025,"Myunghwa Ind. Co., Ltd.",oil_pump,6,10719
Hyundai,2021-2025,PCL,camshaft,1,6127
Hyundai,2021-2025,Phinia,starter_motor,1,297
Hyundai,2021-2025,PT. Indonesia Thai Summit Auto,chassis_frame,1,486
Hyundai,2021-2025,PT. Indonesia Thai Summit Auto,crossmember,1,682
Hyundai,2021-2025,Sejong,catalytic_converter,2,4262
Hyundai,2021-2025,Sejong,exhaust_manifold,1,2244
Hyundai,2021-2025,"Sungwoo Hitech Co., Ltd.",crossmember,1,1313
Hyundai,2021-2025,Valeo,starter_motor,13,14447
Hyundai,2021-2025,"Wooshin Industrial Co., Ltd.",catalytic_converter,2,1113
Hyundai,2021-2025,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)",automatic_transmission_(at),1,1824
Hyundai,2021-2025,ZF,automated_manual_transmission,1,924
Hyundai,2021-2025,ZF,automatic_transmission_(at),1,887
Hyundai,2021-2025,ZF,chassis_frame,1,646
IM Motors,2021-2025,Continental,abs_esc,4,6239
IM Motors,2021-2025,SAIC Motor Group,abs_esc,1,647
IM Motors,2021-2025,Tenneco,shock_absorber,1,231
IM Motors,2021-2025,thyssenkrupp,shock_absorber,2,1453
INEOS,2021-2025,Brembo,disc_brake_(pad),1,890
INEOS,2021-2025,ZF,automatic_transmission_(at),3,1602
Isuzu,2005-2010,Aisin,automatic_transmission_(at),1,892
Isuzu,2011-2015,AAPICO,chassis_frame,1,1826
Isuzu,2011-2015,Aisin,drum_brake_(drum),2,1122
Isuzu,2011-2015,Aisin,exhaust_manifold,4,1666
Isuzu,2011-2015,Aisin,manual_transmission,1,432
Isuzu,2011-2015,Exedy,clutch,3,3989
Isuzu,2011-2015,H-ONE,chassis_frame,1,762
Isuzu,2011-2015,Hitachi,power_steering_pump,2,1601
Isuzu,2011-2015,"IT Forging (Thailand) Co., Ltd.",camshaft,1,1043
Isuzu,2011-2015,"IT Forging (Thailand) Co., Ltd.",crankshaft,1,897
Isuzu,2011-2015,KYB,power_steering_pump,2,2885
Isuzu,2011-2015,MAHLE,piston,1,542
Isuzu,2011-2015,NHK,stablizer,2,853
Isuzu,2011-2015,"Press Kogyo Co., Ltd.",chassis_frame,1,841
Isuzu,2011-2015,PT. Federal Izumi Manufacturing,piston,1,755
Isuzu,2011-2015,Roki,power_steering_pump,2,1726
Isuzu,2011-2015,Somboon,stablizer,2,2484
Isuzu,2011-2015,"TS Molymer Co., Ltd.",fuel_pump,1,839
Isuzu,2011-2015,ZF,automated_manual_transmission,1,567
Isuzu,2011-2015,ZF,clutch,1,973
Isuzu,2016-2020,AAPICO,chassis_frame,1,617
Isuzu,2016-2020,ALF Engineering Pvt. Ltd.,chassis_frame,1,819
Isuzu,2016-2020,Cataler,catalytic_converter,4,3246
Isuzu,2016-2020,Continental,abs_esc,1,573
Isuzu,2016-2020,Exedy,clutch,1,1471
Isuzu,2016-2020,"Ezaki Industrial (Thailand) Co., Ltd.",clutch,1,1203
Isuzu,2016-2020,G-TEKT,chassis_frame,2,1160
Isuzu,2016-2020,H-ONE,chassis_frame,1,1478
Isuzu,2016-2020,"IT Forging (Thailand) Co., Ltd.",camshaft,5,5573
Isuzu,2016-2020,"IT Forging (Thailand) Co., Ltd.",crankshaft,5,7544
Isuzu,2016-2020,KYB,power_steering_pump,2,981
Isuzu,2016-2020,MAHLE,piston,1,884
Isuzu,2016-2020,Musashi,automatic_transmission_(at),2,1850
Isuzu,2016-2020,Somboon,stablizer,3,3030
Isuzu,2016-2020,"TBKK (Thailand) Co., Ltd.",camshaft,2,1344
Isuzu,2016-2020,"TBKK (Thailand) Co., Ltd.",oil_pump,2,2630
Isuzu,2016-2020,"TBKK (Thailand) Co., Ltd.",water_pump,2,2006
Isuzu,2016-2020,"Thai NOK Co., Ltd.",camshaft,3,2607
Isuzu,2016-2020,"Thai Rung Union Car Public Co., Ltd.",crossmember,1,1274
Isuzu,2016-2020,Thai Summit Group,chassis_frame,2,1381
Isuzu,2016-2020,Tokyo Roki,catalytic_converter,2,1298
Isuzu,2016-2020,"Youngshin Automotive India PVT., Ltd.",oil_pump,1,914
Isuzu,2016-2020,"Youngshin Automotive India PVT., Ltd.",power_steering_pump,1,1258
Isuzu,2021-2025,AAPICO,chassis_frame,1,346
Isuzu,2021-2025,Allied,disc_brake_(pad),1,550
Isuzu,2021-2025,Allison Transmission,automatic_transmission_(at),1,1297
Isuzu,2021-2025,ATA Casting Technology,steering_gear,2,1215
Isuzu,2021-2025,"Brother Precision Ind. Co., Ltd.",transmission_shaft,1,469
Isuzu,2021-2025,Exedy,clutch,3,2585
Isuzu,2021-2025,Exedy,torque_converter,1,1275
Isuzu,2021-2025,"Ezaki Industrial (Thailand) Co., Ltd.",clutch,1,1084
Isuzu,2021-2025,Hitachi,shock_absorber,2,2911
Isuzu,2021-2025,"IT Forging (Thailand) Co., Ltd.",camshaft,1,1422
Isuzu,2021-2025,"IT Forging (Thailand) Co., Ltd.",crankshaft,1,1598
Isuzu,2021-2025,JATCO,automatic_transmission_(at),4,2845
Isuzu,2021-2025,KYB,shock_absorber,2,1727
Isuzu,2021-2025,MAHLE,piston,2,1429
Isuzu,2021-2025,Mitsubishi,starter_motor,2,1370
Isuzu,2021-2025,Musashi,automatic_transmission_(at),1,559
Isuzu,2021-2025,NHK,stablizer,1,114
Isuzu,2021-2025,Resonac,disc_brake_(pad),1,860
Isuzu,2021-2025,"Siam Calsonic Co., Ltd.",catalytic_converter,2,1714
Isuzu,2021-2025,Somboon,stablizer,1,1837
Isuzu,2021-2025,"TBKK (Thailand) Co., Ltd.",camshaft,1,934
Isuzu,2021-2025,"TBKK (Thailand) Co., Ltd.",oil_pump,1,864
Isuzu,2021-2025,"TBKK (Thailand) Co., Ltd.",water_pump,1,1584
Isuzu,2021-2025,"Thai NOK Co., Ltd.",camshaft,1,1212
Isuzu,2021-2025,"Thai Rung Union Car Public Co., Ltd.",crossmember,3,4236
Isuzu,2021-2025,Thai Summit Group,chassis_frame,1,900
Isuzu,2021-2025,Thai Summit Group,drum_brake_(drum),1,1300
Isuzu,2021-2025,TI,fuel_pump,1,194
Isuzu,2021-2025,Tokyo Roki,catalytic_converter,2,2837
Isuzu,2021-2025,ZF,disc_brake_(pad),1,260
Iveco,2011-2015,Bosch,power_steering_pump,1,390
Iveco,2011-2015,ZF,automatic_transmission_(at),1,329
Iveco,2011-2015,ZF,clutch,2,247
Iveco,2011-2015,ZF,manual_transmission,1,308
Iveco,2021-2025,Mitsubishi,starter_motor,1,676
Iveco,2021-2025,Voith GmbH & Co. KGaA,automatic_transmission_(at),1,158
JAC,2011-2015,"Anhui Xingrui Gear Transmission Co., Ltd.",manual_transmission,1,8758
JAC,2011-2015,"Anhui Xingrui Gear Transmission Co., Ltd.",transmission_shaft,1,7219
JAC,2011-2015,"Changchun Beite Automotive Parts Co., Ltd.",shock_absorber,1,945
JAC,2011-2015,"Changchun Yidong Clutch Co., Ltd.",clutch,2,843
JAC,2011-2015,China South,shock_absorber,1,108
JAC,2011-2015,Dongan,automatic_transmission_(at),1,913
JAC,2011-2015,Dongan,manual_transmission,1,628
JAC,2011-2015,JATCO,automatic_transmission_(at),1,204
JAC,2011-2015,Marelli,automated_manual_transmission,1,1085
JAC,2011-2015,Shanghai Beite Tech,steering_gear,1,5132
JAC,2016-2020,"Anhui Xingrui Gear Transmission Co., Ltd.",manual_transmission,3,4797
JAC,2016-2020,"Anhui Xingrui Gear Transmission Co., Ltd.",transmission_shaft,1,827
JAC,2016-2020,BASF Catalysts,catalytic_converter,4,2024
JAC,2016-2020,Beijing West Industries,abs_esc,5,5696
JAC,2016-2020,Bosch,abs_esc,5,8148
JAC,2016-2020,Bosch,fuel_pump,1,851
JAC,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,camshaft,1,1847
JAC,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,crankshaft,1,1628
JAC,2016-2020,Continental,abs_esc,4,4114
JAC,2016-2020,FAW Group,shock_absorber,1,1012
JAC,2016-2020,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,1,466
JAC,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,959
JAC,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,1,1617
JAC,2016-2020,Umicore,catalytic_converter,5,6838
JAC,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,851
JAC,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,506
JAC,2016-2020,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,1,444
